Sentences,Langid
Ebe mu tumaku bhala pauchi kintu mo manare tumara bhabana rahichi kintu se katha kemiti kahibi mu janini kintu tumen mora hrudaya re thiba,or
Feri se katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Gacha tu mahasaya tumen samaste katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Hasa diye mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mo manare tumara bhabana gunji rahichi kintu tumen mora jibanare sabu bhala rakhucha,or
Ichha achhi mu tumaku samjhiba kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Jana ki tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Kaha kari tumen mora katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Lakhya tumen samaste katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Mana kari tumen samaste katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Aji mu chahuchhi tumaku kahibaku je tumen mora jibanare sabu bhala rakhuchha kintu kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Bhala kintu samaste samayare tumen mora bhabana samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Chahuchhi mu tumaku kahibaku je tumen mora jibanare bhalare rakhuchha kintu kemiti kahibi se katha mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Dhyana diye tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Eka thila je samayare tumen mora katha samajhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Feri samayare tumen mora katha bujhibaku samarthi hoba kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Gachhi re bhala rakhichi tumen kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Hasa dena samaste tumen bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Ichha ache tumaku katha kahibaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Jani nahin kemiti kahibi tumaku kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Kaha jaiba tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Lagaichi mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mo manare tumara bhabana gunji rahichi kintu tumen mora jibanare sabu bhala rakhucha,or
Mana kari tumen samaste katha samajhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Nischaya tumen samaste katha bujhibaku samarthi hoba kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Odiya bhasha re katha kahibaku kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Pahacha karuchi mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mo manare tumara bhabana gunji rahichi kintu tumen mora jibanare sabu bhala rakhucha,or
Quinchhe je tumen mora jibanare sabu bhala kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu dari jauchi kemiti kahibi se katha,or
Ratri dina tumen samaste katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Samasta bhala karibaku tumen samarthi hoba kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu jani ki tumen mora katha samajhuchha,or
Tantrikata tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu jani ki tumen mora katha samajhuchha,or
Ujjwala tumen mora jibanare bhala samarthi rakhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Vichara tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu mu jani ki tumen mora katha samajhuchha,or
Waqt bitiba sahajhe mu tumaku bhala pauchi kintu tumen mora katha bujhibaku samarthi karibe kintu mu janini ki tumen mora prashna samadhan karibe kintu tumen mora sabu katha samajhuchha,or
Xara patha samaste bhala heba kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba kintu mu jani ki tumen mora katha samajhuchha kintu se katha kemiti kahibi mu janini,or
Yathartha samasta bhala heba kintu mu tumaku bhala pauchi kintu mu janini kemiti tumen se samasya samadhana karibe kintu se katha kemiti kahibi mu janini,or
Zindagi re samasta katha kahibaku tumen samarthi hoba kintu mu tumaku bhala pauchi kintu tumen mora hrudaya re thiba kintu mu jani ki tumen mora katha samajhuchha,or
Asha tumen mora katha samjhibaku samarthi hoba kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Barsha pachhe tumen mora katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Chhadi jaiba mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mo manare tumara bhabana gunji rahichi kintu tumen mora jibanare sabu bhala rakhucha,or
Dhanayata tumen mora katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Ebe mu tumaku bhala pauchi kintu mo manare tumara bhabana rahichi kintu se katha kemiti kahibi mu janini kintu tumen mora hrudaya re thiba,or
Feri se katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Gacha tu mahasaya tumen samaste katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Hasa diye mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mo manare tumara bhabana gunji rahichi kintu tumen mora jibanare sabu bhala rakhucha,or
Ichha ache mu tumaku samjhiba kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi,or
Jana ki tumen samaste bhala karibe kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Kaha kari tumen mora katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Lakhya tumen samaste katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Mana kari tumen samaste katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Nirnay tumen samaste katha samajhuchha kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Samaste bhala heba tumen kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Tume samaste bhala karibe kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Ebe mu tumaku katha kahibaku chahuchi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Tumara katha sunibaku bhala laguchi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Kichhi dina pare tumen samaste bhala karibe kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Asha karuchi mu tumaku katha kahibaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Bhabuchi mu tumaku katha kahibaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Samayare tumen sabu katha samajhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Thik kahuchhi mu tumaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Jani nahin kemiti kahibi kintu mu tumaku bhala pauchi kintu mo manare tumara bhabana gunji rahichi kintu se katha kemiti kahibi mu janini,or
Chahuchi mu tumaku katha kahibaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Gote dinare tumen samaste katha samajhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Dhyana rakhibaku bhala laguchi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Eka samayare tumen samaste bhala karibe kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Apana samaste samajhuchha ki kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Mote bhala laguchi tumaku katha kahibaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Hasei dekhile mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Tumaku bhala laguchi bhabuchi mu katha kahibaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Duniya samaste bhala karibe kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Sadharana bhabe bhala dekhi ki kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Paribesa samaste bhala kariba tumen kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Bhala chahibi tumen samaste kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Amar katha suna mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Tume bhala karibe kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Katha mane rakhile mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Manare bhala rakhuchi mu tumaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Udisha samaste bhala karibe kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Chahuchi mu tumaku samaste katha kahibaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Tumaku bhala dekhi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Tumara katha samajhuchi ki kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Achhi mu tumaku katha kahibaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Bhalare sabu kichi rakhuchha tumen kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Chinta karuchi mu tumaku katha kahibaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Dhyana dekhile sabu bhala heba kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Ehi samayare mu tumaku katha kahibaku chahuchi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Feri samaya tumen samaste bhala karibe kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Gote samaya re samaste katha bujhibaku tumen samarthi hoba kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Hasei katha tumen bhala samajhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Ichha karuchi mu tumaku katha kahibaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Jani parili ki tumen mora katha samajhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Kichhi dina re samaste bhala karibe kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Lagaichi mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Mana kari katha kahile tumen samaste bhala samajhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Nischaya tumen samaste bhala karibe kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Odiya bhasha re katha kahibaku kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Pahacha karuchi mu tumaku bhala pauchi kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Quinchhe je tumen mora jibanare sabu bhala kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Ratri dina tumen samaste katha samajhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Samasta bhala karibaku tumen samarthi hoba kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Tantrikata tumen samaste bhala karibe kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Ujjwala tumen mora jibanare bhala samarthi rakhuchha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Vichara tumen samaste bhala karibe kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Waqt bitiba sahajhe mu tumaku bhala pauchi kintu tumen mora katha bujhibaku samarthi karibe kintu mu janini ki tumen mora prashna samadhan karibe kintu tumen mora sabu katha samajhuchha,or
Xara patha samaste bhala heba kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Yathartha samasta bhala heba kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Zindagi re samasta katha kahibaku tumen samarthi hoba kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
Adhika bhala kari tumen mora jibanare sabu kichi rakhucha kintu se katha kemiti kahibi mu janini kintu mu tumaku bhala pauchi kintu mora manare tumara bhabana gunji rahichi,or
